question,answer_llm,answer_orig,document
What’s the difference between the free course materials and the optional paid support community?,"The free course materials are the DataTalks.Club content itself: pre-recorded module materials, videos, notebooks, GitHub repo, and homework, all available for free.

The optional paid support community is AI Shipping Labs. It adds extra support like regular Zoom office hours and more structure, but it is not required to access the course content.

","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count Bluesky posts toward the learning in public credits for this course?,Yes. Bluesky posts can be used toward the learning in public credits for this course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky updates accepted as learning in public credit entries?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I post about the course on Bluesky, does that qualify for learning in public credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"Do Bluesky posts work for earning learning in public credits, or is another platform required?",Yes. Bluesky posts can be used for earning learning in public credits — no other platform is required.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is it okay to use Bluesky when submitting learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram channel for LLM Zoomcamp?,The Telegram channel for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Can you share the LLM Zoomcamp Telegram link?,The LLM Zoomcamp Telegram link is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Is there a Telegram group or channel for course announcements?,"Yes — there is a Telegram channel for course announcements: https://t.me/llm_zoomcamp

Use it for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where should I go for LLM Zoomcamp announcements vs technical questions?,"Use the Telegram channel for announcements: https://t.me/llm_zoomcamp

For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Do I use Telegram for support, or should I ask in Slack?","Use **Slack** for technical discussion and questions.  
The **Telegram** channel is for **announcements** only.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
